client_id,visitor_id,visit_id,start_time,confirm_time,total_time_spent,Variation_x,clnt_tenure_yr,clnt_age,num_accts,bal,calls_6_mnth,logons_6_mnth,Variation_y,gender_dichotomic
4107185,285569980_4260112350,407159596_75454036565_322253,2017-04-17 21:10:31,2017-04-17 21:14:08,217.0,Test,22.0,43.5,2.0,158186.51,6.0,9.0,Test,0
4112456,244056304_72141352238,944153593_78442131874_888964,2017-04-23 12:43:12,2017-04-23 13:08:46,1534.0,Test,12.0,31.5,2.0,23851.69,0.0,3.0,Test,0
4116719,256296344_27226851871,948971746_90499201149_428184,2017-04-03 15:28:41,2017-04-03 15:32:35,234.0,Test,12.0,51.5,2.0,46158.19,2.0,5.0,Test,1
4116837,515168771_64768736262,828213082_5089602169_795640,2017-04-07 16:40:41,2017-04-07 16:28:24,-737.0,Test,10.0,58.5,2.0,74015.03,3.0,6.0,Test,1
4117315,771493586_80770996937,59181333_80274086310_816455,2017-04-07 21:27:06,2017-04-07 21:23:05,-241.0,Test,6.0,23.5,3.0,109883.87,3.0,6.0,Test,0
4117938,229902206_73067225351,87282802_77978109158_883101,2017-03-24 13:31:27,2017-03-24 13:34:38,191.0,Control,5.0,29.5,2.0,47821.78,6.0,9.0,Control,0
4118034,869937119_18572560715,620243402_73038553243_616298,2017-03-31 08:59:23,2017-03-31 09:01:02,99.0,Test,20.0,68.5,3.0,218996.95,6.0,9.0,Test,0
4119789,990081448_95046640646,688275750_52426134284_110347,2017-03-29 13:46:03,2017-03-29 13:55:52,589.0,Test,11.0,52.5,2.0,33068.89,0.0,3.0,Test,0
4122372,951693517_51151076069,439161461_67732085607_377213,2017-04-07 14:31:17,2017-04-07 14:24:55,-382.0,Control,18.0,37.5,2.0,47915.59,1.0,4.0,Control,1
4122600,432515646_14904450558,695261607_48181954478_183672,2017-06-03 08:19:16,2017-06-03 08:49:03,1787.0,Test,18.0,30.0,2.0,51532.5,6.0,9.0,Test,0
4124913,168424501_20799223190,9879742_60283326402_323004,2017-03-16 12:23:51,2017-03-16 12:23:01,-50.0,Control,17.0,59.5,3.0,89438.22,6.0,9.0,Control,0
4124935,85487362_25997495835,573641920_43206299644_349537,2017-04-07 21:48:45,2017-04-07 21:54:17,332.0,Control,8.0,34.5,2.0,51463.0,6.0,9.0,Control,0
4126206,368382963_98443287145,386358610_33814100193_311855,2017-04-05 13:10:53,2017-04-05 13:20:27,574.0,Test,26.0,74.5,3.0,674638.13,1.0,7.0,Test,1
4127597,677425532_24617087360,888149791_42704769047_374172,2017-03-29 22:32:47,2017-03-29 23:23:58,3071.0,Test,12.0,49.5,4.0,1358011.03,3.0,6.0,Test,0
4129506,337260010_26893593570,715635664_74910671267_921924,2017-04-01 15:01:09,2017-04-01 15:03:10,121.0,Control,6.0,23.5,2.0,51421.8,1.0,4.0,Control,0
4131648,778794291_97699555948,203158247_79060468905_869342,2017-04-09 11:48:29,2017-04-09 12:08:51,1222.0,Control,5.0,33.5,3.0,68522.83,2.0,5.0,Control,0
4133509,39410972_76986031864,882903038_67046538984_439054,2017-04-06 12:55:37,2017-04-06 12:52:25,-192.0,Control,8.0,65.5,2.0,309146.01999999996,6.0,9.0,Control,0
4135136,149363916_44387951995,824655028_79822172808_392609,2017-04-15 16:23:14,2017-04-15 16:33:40,626.0,Control,11.0,53.5,2.0,110819.52,1.0,4.0,Control,1
4137856,410985572_62816241812,909439503_6850042483_599754,2017-03-29 11:36:57,2017-03-29 11:45:09,492.0,Test,4.0,27.5,2.0,29786.659999999996,0.0,3.0,Test,0
4139086,819990117_16702739752,64348799_60785274101_95361,2017-04-05 14:28:11,2017-04-05 14:34:15,364.0,Test,6.0,52.5,3.0,40178.56,4.0,7.0,Test,0
4141660,380789305_94351594828,435896645_8314604930_146445,2017-04-05 12:28:26,2017-04-05 12:34:48,382.0,Test,24.0,63.5,2.0,75912.42,3.0,6.0,Test,1
4141937,883716087_4126943620,444270590_53595384516_52089,2017-03-30 20:35:47,2017-03-30 20:37:58,131.0,Control,26.0,65.5,2.0,57313.32,6.0,9.0,Control,1
4147941,663900882_56144180209,681806510_17410313993_870289,2017-03-31 15:20:21,2017-03-31 15:18:46,-95.0,Control,28.0,61.5,4.0,173341.52000000002,6.0,9.0,Control,0
4160440,632277977_19588694620,508638337_32789481173_583093,2017-04-04 16:03:16,2017-04-04 16:09:12,356.0,Control,5.0,59.5,2.0,42738.14,2.0,5.0,Control,0
4161696,521669550_99283799370,913093637_34885276028_478668,2017-04-05 17:29:19,2017-04-05 17:55:59,1600.0,Test,16.0,44.5,2.0,327610.8,0.0,3.0,Test,0
4165370,19753223_79451947502,523920393_60049623464_787141,2017-04-08 07:58:08,2017-04-08 08:00:34,146.0,Control,22.0,34.5,2.0,51894.44,0.0,3.0,Control,1
4172990,509501657_4948834733,161012452_98977694062_810937,2017-04-25 07:37:47,2017-04-25 07:43:13,326.0,Test,11.0,42.5,2.0,141805.45,0.0,3.0,Test,1
4177113,157832295_59469358049,149305284_5771282685_991853,2017-03-23 21:50:10,2017-03-23 21:53:09,179.0,Test,8.0,66.5,2.0,571579.2000000001,0.0,3.0,Test,0
4177659,292143807_70934007548,891190826_29858707337_326787,2017-05-16 19:50:15,2017-05-16 19:53:12,177.0,Control,7.0,34.0,2.0,56893.64,1.0,4.0,Control,0
4177841,584449696_43951232395,397529937_94177542358_345765,2017-04-05 12:16:21,2017-04-05 12:17:51,90.0,Control,23.0,41.5,2.0,27323.769999999997,4.0,7.0,Control,1
4178665,379549568_91867698895,273644085_52020019067_430519,2017-03-29 13:59:41,2017-03-29 14:03:37,236.0,Control,8.0,28.5,2.0,110444.87,6.0,9.0,Control,0
4179192,565587955_4053553397,409301742_53461623747_715376,2017-03-29 20:36:44,2017-03-29 20:40:16,212.0,Test,12.0,54.5,2.0,409709.4,0.0,3.0,Test,1
4179430,680319082_92639034648,310330593_55820292417_613121,2017-03-30 12:48:15,2017-03-30 12:51:15,180.0,Test,9.0,66.5,2.0,4635079.65,6.0,9.0,Test,0
4179527,690981670_77712006562,912041950_13734894877_13234,2017-04-14 19:14:49,2017-04-14 19:16:33,104.0,Test,5.0,23.5,2.0,29642.28,2.0,5.0,Test,0
4190250,716414442_39225745742,843778110_33500576752_975650,2017-05-08 14:17:21,2017-05-08 14:24:36,435.0,Test,4.0,67.5,2.0,330461.49,5.0,8.0,Test,0
4190386,269933517_95015332576,424393161_32106209143_350965,2017-03-30 14:11:14,2017-03-30 14:13:59,165.0,Test,21.0,64.5,3.0,48782.78,6.0,9.0,Test,0
4193281,876530129_92846205847,545490624_13229605187_482817,2017-04-17 13:59:44,2017-04-17 14:17:57,1093.0,Control,12.0,74.5,2.0,155735.69,5.0,8.0,Control,0
4194716,466673663_18255049030,893052281_51383190636_377016,2017-04-20 21:36:26,2017-04-20 21:54:39,1093.0,Control,16.0,35.5,2.0,61763.31,2.0,5.0,Control,0
4195484,474264461_14016199186,745662643_86847750407_809523,2017-03-29 12:02:40,2017-03-29 11:58:20,-260.0,Control,9.0,55.5,2.0,24698.82,3.0,6.0,Control,1
4196060,13360342_68953053091,895483608_7641318004_732006,2017-04-09 08:31:55,2017-04-09 08:48:28,993.0,Control,22.0,66.5,2.0,292281.39999999997,1.0,4.0,Control,1
4199359,656808355_87736397497,71024799_9479377259_932805,2017-06-15 14:51:32,2017-06-15 14:52:50,78.0,Test,10.0,28.0,2.0,43118.74,6.0,9.0,Test,0
4202730,130193874_41588886910,283669971_94307930276_797816,2017-04-05 12:43:07,2017-04-05 12:45:51,164.0,Test,5.0,60.5,2.0,252331.21,4.0,7.0,Test,0
4203290,78458243_8096847296,11531093_23488534619_268393,2017-04-09 10:23:02,2017-04-09 10:47:07,1445.0,Test,7.0,55.5,4.0,637396.43,5.0,8.0,Test,0
4203682,237388679_64737907538,230756574_45548104661_805319,2017-03-29 20:26:18,2017-03-29 20:40:08,830.0,Test,13.0,34.5,2.0,106164.16,6.0,9.0,Test,1
4204839,442998737_89985076157,239995308_61131146273_271114,2017-04-23 13:43:23,2017-04-23 13:33:35,-588.0,Control,5.0,25.5,2.0,53699.05,5.0,8.0,Control,0
4208578,756565147_27361352522,268269661_33071727058_219877,2017-04-06 22:00:13,2017-04-06 22:07:01,408.0,Test,6.0,25.5,3.0,121879.36,6.0,9.0,Test,0
4210290,905024513_19542062023,854047956_97424100806_110138,2017-05-06 12:23:35,2017-05-06 12:26:03,148.0,Control,21.0,49.0,2.0,72214.85,6.0,9.0,Control,1
4212950,582981568_31199606394,144460279_63377851201_807426,2017-05-08 16:32:13,2017-05-08 16:36:22,249.0,Test,10.0,33.0,2.0,113395.96,2.0,5.0,Test,0
4215470,243148684_64301030718,857852381_19339880940_530589,2017-04-04 21:01:58,2017-04-04 21:09:56,478.0,Test,16.0,36.5,2.0,142020.4,0.0,3.0,Test,0
4216032,794904398_87528002663,826273413_50321958520_912614,2017-04-30 23:05:37,2017-04-30 23:13:01,444.0,Test,16.0,35.5,2.0,70143.86,6.0,9.0,Test,0
4217313,123518686_84201094447,393110033_49325697884_906274,2017-04-14 14:12:07,2017-04-14 14:14:38,151.0,Test,6.0,24.5,3.0,72676.73999999999,2.0,5.0,Test,0
4218167,407285690_45669847702,407710093_40080263812_131654,2017-04-05 14:39:29,2017-04-05 14:44:24,295.0,Test,10.0,45.5,2.0,50116.369999999995,1.0,4.0,Test,0
4219831,566934863_37401127877,249789591_4918546985_973380,2017-06-19 10:39:56,2017-06-19 10:44:22,266.0,Control,22.0,62.0,2.0,290930.32999999996,6.0,9.0,Control,1
4226423,988544638_90901326840,490342595_8295669360_892924,2017-05-22 02:37:49,2017-05-22 02:47:51,602.0,Test,18.0,66.0,2.0,73894.13,6.0,9.0,Test,0
4227359,862734796_57598751146,176621589_69588166318_888282,2017-04-05 11:44:03,2017-04-05 11:47:23,200.0,Test,10.0,54.5,2.0,588383.25,2.0,5.0,Test,0
4228267,884601639_22481996331,698529685_46514369924_89704,2017-04-11 09:46:48,2017-04-11 09:36:42,-606.0,Test,15.0,39.5,2.0,44934.869999999995,0.0,3.0,Test,1
4230237,597197598_73937198220,140542890_34876474105_337284,2017-04-10 10:16:49,2017-04-10 10:22:18,329.0,Test,15.0,85.5,3.0,1600244.27,6.0,9.0,Test,1
4231989,461971629_14591102328,638973085_41169942788_427126,2017-04-05 19:24:27,2017-04-05 19:31:44,437.0,Test,16.0,51.5,2.0,38558.96,0.0,3.0,Test,1
4234977,378592378_27217204992,72346919_52283320139_263444,2017-05-20 12:56:05,2017-05-20 12:58:30,145.0,Control,5.0,30.0,2.0,33688.899999999994,3.0,6.0,Control,1
4236139,517412389_2832276157,178013280_31088054834_299982,2017-03-28 20:12:59,2017-03-28 20:16:09,190.0,Control,11.0,51.5,2.0,72128.73,6.0,9.0,Control,0
4236961,625917644_17746228387,603563481_34884307296_529606,2017-04-13 15:06:01,2017-04-13 15:12:52,411.0,Test,8.0,47.5,2.0,246477.35,6.0,9.0,Test,0
4237903,621051872_71263907381,599843201_36694453220_482250,2017-05-13 22:35:22,2017-05-13 22:37:46,144.0,Test,4.0,35.0,3.0,49378.95,3.0,6.0,Test,0
4239436,477355155_73731267460,446669105_35793654211_637098,2017-03-30 19:37:02,2017-03-30 19:41:38,276.0,Control,5.0,64.5,2.0,37591.399999999994,4.0,7.0,Control,0
4242273,342727294_54151350032,603745684_37166756906_691539,2017-05-14 21:35:24,2017-05-14 21:40:20,296.0,Test,3.0,23.0,2.0,123141.26,1.0,4.0,Test,0
4242638,104206045_66061298647,83778467_5365310418_36528,2017-04-08 19:32:32,2017-04-08 19:36:21,229.0,Control,8.0,25.5,2.0,33303.6,2.0,5.0,Control,0
4242907,818740189_885291424,19934486_14877730490_793919,2017-04-07 00:05:44,2017-04-07 00:02:57,-167.0,Control,13.0,60.5,2.0,862397.3500000001,6.0,9.0,Control,1
4243421,379331745_93364767691,591199210_3256639620_810907,2017-06-07 20:56:54,2017-06-07 21:01:32,278.0,Control,21.0,50.0,2.0,51603.52,0.0,3.0,Control,1
4243424,639353438_51511460811,677488440_27006057529_616006,2017-05-11 14:19:51,2017-05-11 14:29:14,563.0,Test,7.0,40.0,2.0,24178.39,2.0,5.0,Test,0
4244266,369374937_23256816451,334265726_99196132736_264107,2017-04-05 21:28:22,2017-04-05 21:29:58,96.0,Control,4.0,19.5,2.0,27904.47,1.0,4.0,Control,0
4245543,618501086_2152889292,521761716_10272665955_241782,2017-04-08 09:07:59,2017-04-08 09:05:14,-165.0,Control,9.0,64.5,2.0,52818.09,6.0,9.0,Control,1
4245790,828976275_53011248852,965385930_87439657883_26669,2017-04-18 13:12:50,2017-04-18 13:11:20,-90.0,Control,6.0,69.5,2.0,45071.98,5.0,8.0,Control,0
4245868,74117540_85871955464,275904146_63101578086_151872,2017-05-04 12:04:08,2017-05-04 12:07:35,207.0,Test,7.0,29.0,2.0,54263.06,4.0,7.0,Test,0
4251567,469355659_38127439338,673146746_55747039795_966739,2017-04-15 06:58:57,2017-04-15 07:00:59,122.0,Test,30.0,47.5,3.0,152525.49,6.0,9.0,Test,1
4254085,455781806_75880360254,379533740_26783090500_523003,2017-04-05 09:49:51,2017-04-05 10:09:46,1195.0,Test,6.0,64.5,3.0,68726.42,5.0,8.0,Test,0
4261163,687501387_27921997926,169527825_36997989680_269832,2017-04-19 13:01:57,2017-04-19 13:06:27,270.0,Test,9.0,46.5,3.0,159158.25,2.0,5.0,Test,1
4262217,220100747_56268682095,70869303_29675085603_813233,2017-04-12 11:34:29,2017-04-12 11:38:03,214.0,Test,7.0,24.5,3.0,81643.28,6.0,9.0,Test,0
4262414,634021509_63956793423,762514957_91855644894_624571,2017-04-28 09:06:46,2017-04-28 09:12:41,355.0,Control,10.0,36.5,2.0,39124.97,4.0,7.0,Control,0
4262428,435478449_41974372268,983995660_11938398128_321832,2017-04-16 08:13:09,2017-04-16 08:29:30,981.0,Test,5.0,64.5,2.0,38180.59,0.0,3.0,Test,0
4265827,230126283_54540149568,235391945_89875763018_522973,2017-05-30 06:49:38,2017-05-30 06:51:41,123.0,Test,16.0,50.0,2.0,24887.98,0.0,3.0,Test,1
4271815,58179504_63543681499,509677525_80493464814_74280,2017-04-09 23:53:50,2017-04-10 00:30:00,2170.0,Test,14.0,39.5,3.0,86411.98999999999,0.0,3.0,Test,1
4272509,871361596_24689840085,671811235_70080373462_437723,2017-03-29 11:18:24,2017-03-29 11:27:35,551.0,Test,19.0,55.5,2.0,134631.15,6.0,9.0,Test,0
4276350,911911959_39029413043,506468839_92472171713_312547,2017-05-14 18:52:00,2017-05-14 19:07:46,946.0,Test,32.0,80.0,2.0,1929622.28,6.0,9.0,Test,0
4276759,334970949_63632561138,551189181_56330331102_109252,2017-05-22 10:56:26,2017-05-22 10:58:43,137.0,Test,12.0,21.0,2.0,27448.18,2.0,5.0,Test,1
4276832,377187904_69360500741,548391739_33858004370_310619,2017-03-29 22:09:41,2017-03-29 22:14:39,298.0,Test,9.0,57.5,3.0,186305.11,2.0,5.0,Test,0
4278574,531694415_94275745591,487334467_68338329783_99041,2017-03-29 17:45:45,2017-03-29 17:49:06,201.0,Test,15.0,62.5,2.0,165100.16999999998,6.0,9.0,Test,0
4281351,675144723_31574168246,520503962_54019294463_322758,2017-04-04 17:12:06,2017-04-04 17:18:39,393.0,Test,5.0,22.5,2.0,40665.31,5.0,8.0,Test,0
4281556,685543860_42917193113,155912354_31495583806_146744,2017-05-04 09:00:06,2017-05-04 09:22:08,1322.0,Test,12.0,65.0,2.0,2433724.31,1.0,4.0,Test,0
4282258,921685023_16656802102,321818535_65994759082_981349,2017-04-06 18:13:14,2017-04-06 18:11:24,-110.0,Control,26.0,21.5,2.0,99809.91,4.0,7.0,Control,0
4283717,577689158_68064353800,651065490_67541060943_48418,2017-06-01 10:38:20,2017-06-01 10:54:00,940.0,Test,16.0,64.0,2.0,74338.51999999999,5.0,8.0,Test,1
4284267,837613617_29968042335,840389707_64674566751_845118,2017-04-08 22:55:15,2017-04-08 22:58:49,214.0,Control,15.0,54.5,2.0,92005.91,0.0,3.0,Control,1
4285041,546253055_19591604407,555979295_64095332053_240226,2017-06-05 11:47:44,2017-06-05 11:52:35,291.0,Control,6.0,29.0,2.0,49438.45,2.0,5.0,Control,0
4285520,582853183_69127744234,900572713_94343846419_513291,2017-06-13 09:49:28,2017-06-13 09:50:01,33.0,Control,15.0,44.0,2.0,55517.84,3.0,6.0,Control,1
4285909,449953664_74365940279,625725479_1350612482_824702,2017-05-04 14:31:18,2017-05-04 14:33:31,133.0,Test,11.0,74.0,2.0,68433.51999999999,2.0,5.0,Test,1
4286204,174963477_35160632189,569596276_90485339632_802725,2017-06-06 09:26:38,2017-06-06 09:32:58,380.0,Control,21.0,54.0,3.0,71332.51999999999,5.0,8.0,Control,1
4286237,302747536_69744859264,820289616_37029622908_615496,2017-04-06 13:36:45,2017-04-06 13:49:58,793.0,Test,21.0,17.5,2.0,32577.78,5.0,8.0,Test,1
4286767,388925492_14638104595,819769210_42413270824_377229,2017-04-11 14:05:04,2017-04-11 14:08:27,203.0,Control,11.0,56.5,2.0,33185.619999999995,0.0,3.0,Control,1
4286902,713338791_87166970448,143143801_66309549549_549493,2017-04-05 12:32:59,2017-04-05 12:38:33,334.0,Test,4.0,57.5,2.0,79844.92,1.0,4.0,Test,1
4287216,935207111_49691444098,975325132_42398588586_598784,2017-04-02 19:35:15,2017-04-02 19:42:01,406.0,Test,4.0,18.5,2.0,31764.49,2.0,5.0,Test,0
4287944,317339564_73855671581,281816165_98919975544_541859,2017-04-04 18:42:13,2017-04-04 18:47:44,331.0,Control,6.0,22.5,3.0,39554.41,4.0,7.0,Control,0
4289557,767574043_87534229631,351074651_39018753404_661564,2017-05-24 14:53:32,2017-05-24 15:05:12,700.0,Test,9.0,58.0,2.0,49336.0,3.0,6.0,Test,0
4293449,560458904_33270490244,419699425_38682826665_956978,2017-05-03 13:23:14,2017-05-03 13:28:34,320.0,Test,10.0,40.0,2.0,90319.91,0.0,3.0,Test,1
4293909,14228934_69181398233,923436520_62650017529_260842,2017-04-08 00:43:55,2017-04-08 00:43:19,-36.0,Control,11.0,35.5,2.0,77668.06,2.0,6.0,Control,1
4296522,982954273_46700444426,737267001_67622980423_661182,2017-03-29 14:41:38,2017-03-29 14:53:17,699.0,Control,9.0,71.5,2.0,63205.27,4.0,7.0,Control,0
4297476,90181340_21373062520,315480944_1281964358_877043,2017-04-21 12:31:23,2017-04-21 12:34:21,178.0,Test,9.0,41.5,2.0,42585.49,0.0,4.0,Test,0
4297948,803896233_94710854051,229777523_33873181157_977466,2017-04-23 16:47:32,2017-04-23 17:11:53,1461.0,Test,10.0,64.5,2.0,51870.25,4.0,7.0,Test,0
4301480,395981951_42490812663,407303642_7046019518_885833,2017-04-06 18:32:11,2017-04-06 18:36:43,272.0,Control,18.0,59.5,3.0,282004.49,6.0,9.0,Control,0
4302941,278670659_61731321884,486659870_76444011596_832022,2017-05-03 21:22:32,2017-05-03 21:25:14,162.0,Control,8.0,32.0,3.0,157914.24,2.0,6.0,Control,0
4303270,696105194_51810129565,58951873_74070709062_274745,2017-05-29 15:07:22,2017-05-29 15:09:07,105.0,Control,9.0,27.0,3.0,93807.96,1.0,4.0,Control,0
4303434,425725317_86812048616,257636705_74927806835_164712,2017-05-05 07:49:42,2017-05-05 07:56:30,408.0,Test,26.0,83.0,2.0,178880.59999999998,6.0,9.0,Test,0
4304366,970457227_68079869821,241876260_93873432124_43915,2017-05-29 14:51:58,2017-05-29 14:58:33,395.0,Control,4.0,25.0,3.0,114615.88,6.0,9.0,Control,0
4305620,253324060_10400903844,326373664_58237618984_19043,2017-04-12 11:31:09,2017-04-12 11:32:37,88.0,Test,11.0,48.5,2.0,153080.53,0.0,3.0,Test,0
4306390,478715266_35703852457,625542090_43038169032_458367,2017-04-12 14:55:12,2017-04-12 14:59:45,273.0,Test,12.0,39.5,2.0,66092.31,4.0,7.0,Test,0
4310544,911090253_94895399827,616800442_26895761611_688123,2017-04-03 15:22:43,2017-04-03 15:29:36,413.0,Test,10.0,25.5,2.0,38032.22,1.0,4.0,Test,1
4313622,146698644_11902511267,669236194_78683283616_988032,2017-03-29 11:19:44,2017-03-29 11:20:57,73.0,Test,4.0,23.5,2.0,43766.42999999999,0.0,3.0,Test,0
4314735,745335704_20231428179,254937635_96938773797_733813,2017-04-20 13:13:01,2017-04-20 13:27:45,884.0,Test,16.0,44.5,2.0,98743.36,1.0,4.0,Test,0
4315514,95440958_90587671346,579885669_57709542633_813998,2017-04-05 21:58:35,2017-04-05 22:10:22,707.0,Test,20.0,67.5,2.0,140620.7,5.0,8.0,Test,0
4317999,129784163_53998921269,558483289_20974205101_330247,2017-04-04 00:17:03,2017-04-04 00:31:18,855.0,Test,16.0,50.5,3.0,191781.67,4.0,7.0,Test,0
4318140,851467977_88562458815,440822054_75367213523_491385,2017-05-29 18:06:09,2017-05-29 18:16:27,618.0,Control,14.0,50.0,2.0,71233.54000000001,2.0,5.0,Control,1
4318210,221280067_11640786036,922906635_4289232849_464337,2017-04-15 14:43:38,2017-04-15 14:53:07,569.0,Test,18.0,56.5,3.0,184603.86,3.0,6.0,Test,1
4319645,88981384_47916698466,696098390_15510116125_21142,2017-03-29 17:02:39,2017-03-29 17:06:35,236.0,Test,19.0,60.5,2.0,52298.02,3.0,6.0,Test,1
4325889,598183972_37874384702,58183101_61634661613_451491,2017-04-05 11:14:08,2017-04-05 11:15:17,69.0,Test,8.0,88.5,2.0,419202.83,2.0,5.0,Test,1
4327657,932847930_78331792494,856463712_87653671935_352173,2017-03-29 17:26:14,2017-03-29 17:34:38,504.0,Control,12.0,72.5,2.0,221633.38,4.0,7.0,Control,0
4328965,678879957_33752592006,452894617_81413297199_894211,2017-03-30 15:11:01,2017-03-30 15:14:03,182.0,Test,4.0,59.5,2.0,233091.77999999997,1.0,4.0,Test,0
4329260,969564911_14021328054,860878936_51958878340_199392,2017-04-24 11:11:58,2017-04-24 11:13:48,110.0,Test,15.0,65.5,2.0,58658.0,1.0,4.0,Test,0
4330733,479263320_3187146949,156604733_19845012939_741303,2017-04-08 08:25:30,2017-04-08 08:24:46,-44.0,Control,5.0,52.5,2.0,413584.45,6.0,9.0,Control,0
4330881,640992829_15451064730,371052656_55603224209_860005,2017-04-19 11:15:04,2017-04-19 11:18:48,224.0,Test,21.0,46.5,2.0,35367.11,1.0,4.0,Test,0
4332924,788207037_32744530222,150578256_50771682444_377031,2017-06-07 20:22:17,2017-06-07 20:26:09,232.0,Test,3.0,28.0,2.0,39865.71,2.0,5.0,Test,0
4333852,11069754_82156038835,631230252_30996074706_282925,2017-03-28 11:11:50,2017-03-28 11:14:18,148.0,Test,27.0,56.5,3.0,1854093.26,2.0,5.0,Test,0
4334171,494022990_25611320321,779653197_22929270327_44861,2017-03-29 16:38:17,2017-03-29 16:42:06,229.0,Test,6.0,43.5,2.0,60161.89,4.0,7.0,Test,0
4335743,694973848_70667076745,526311755_14986356665_594278,2017-04-22 11:35:56,2017-04-22 11:37:06,70.0,Test,4.0,22.5,2.0,29073.3,1.0,4.0,Test,0
4339110,515109603_25022020090,264455003_84821166946_596169,2017-04-04 15:38:40,2017-04-04 15:39:47,67.0,Test,20.0,43.5,2.0,110090.27,3.0,6.0,Test,0
4339704,811632474_93206388875,420919411_37154990442_216909,2017-05-15 09:11:08,2017-05-15 09:22:38,690.0,Control,5.0,31.0,3.0,40488.05,4.0,7.0,Control,0
4341256,43793018_27889827984,593111979_71736849482_508590,2017-03-28 22:40:18,2017-03-28 22:38:14,-124.0,Control,7.0,39.5,2.0,102973.28,6.0,9.0,Control,0
4344239,2941259_2335533864,946545377_65055439162_179683,2017-04-06 10:21:09,2017-04-06 10:30:15,546.0,Control,30.0,92.5,2.0,212451.69,3.0,6.0,Control,1
4345309,263125801_68649875372,710266968_62505049643_88146,2017-04-05 11:51:12,2017-04-05 11:54:42,210.0,Test,8.0,33.5,2.0,79987.23,1.0,4.0,Test,0
4345698,992138155_63687331991,832494492_45349520120_888254,2017-04-23 10:34:04,2017-04-23 10:41:01,417.0,Control,7.0,67.5,2.0,44851.27,1.0,5.0,Control,0
4345896,754842472_11012495798,992935294_42093378975_515536,2017-04-08 14:07:25,2017-04-08 14:09:15,110.0,Test,3.0,26.5,2.0,43470.6,3.0,6.0,Test,0
4346422,391907236_65916896869,513195309_40496770603_560143,2017-03-22 12:22:24,2017-03-22 12:24:51,147.0,Test,7.0,27.5,2.0,24998.679999999997,6.0,9.0,Test,0
4349159,187117480_63203450624,702280594_12300401095_119881,2017-06-15 01:54:40,2017-06-15 01:59:31,291.0,Control,14.0,59.0,2.0,35695.17,6.0,9.0,Control,1
4350833,276657270_96340549136,730430137_91490628025_598728,2017-06-05 23:32:26,2017-06-05 23:34:09,103.0,Control,10.0,33.0,3.0,139102.14,5.0,8.0,Control,0
4355873,134793543_92964101242,944246607_86641013655_591646,2017-06-03 14:39:58,2017-06-03 14:42:21,143.0,Control,23.0,26.0,2.0,55169.2,2.0,5.0,Control,1
4355879,156553830_63536630455,156831903_63808015496_937375,2017-04-12 16:09:10,2017-04-12 16:13:53,283.0,Test,12.0,39.5,4.0,158936.15000000002,3.0,7.0,Test,0
4356706,430888187_96610917914,717400779_46019453572_433989,2017-06-06 22:28:49,2017-06-06 22:32:46,237.0,Test,24.0,55.0,2.0,80103.26,6.0,9.0,Test,0
4357231,17010071_33290974152,541608018_70289452267_53657,2017-04-19 17:05:12,2017-04-19 17:13:33,501.0,Test,22.0,45.5,2.0,2335028.46,4.0,7.0,Test,0
4359043,569441481_79414448509,589166103_20969231628_565628,2017-06-13 02:18:26,2017-06-13 02:25:23,417.0,Test,9.0,24.0,2.0,44937.02,2.0,5.0,Test,0
4359068,921401890_87217239607,210621492_66828463850_366131,2017-04-04 18:42:32,2017-04-04 18:43:50,78.0,Control,12.0,30.5,3.0,60987.71,4.0,7.0,Control,1
4360034,370610677_24041868145,200043307_29894118151_29950,2017-06-10 13:31:21,2017-06-10 13:33:07,106.0,Test,6.0,32.0,2.0,133524.34,6.0,9.0,Test,0
4364957,112482731_11963810179,946614888_4627670314_332073,2017-06-03 15:39:27,2017-06-03 15:41:11,104.0,Control,17.0,64.0,3.0,826197.89,5.0,8.0,Control,1
4365422,874200345_24198540987,201838651_58781098679_304417,2017-05-03 15:37:26,2017-05-03 15:47:18,592.0,Test,27.0,50.0,3.0,3459338.21,3.0,6.0,Test,1
4365782,501647458_30764186618,246218947_31542904445_390457,2017-04-06 10:34:58,2017-04-06 10:37:35,157.0,Test,7.0,60.5,2.0,433254.29,6.0,9.0,Test,0
4365929,126099290_31530537466,646073526_6799139488_530154,2017-04-16 10:22:24,2017-04-16 10:23:52,88.0,Control,5.0,22.5,3.0,50238.78999999999,6.0,9.0,Control,0
4366957,556699254_12588268191,924538650_67242369609_493266,2017-04-08 16:06:53,2017-04-08 16:10:26,213.0,Control,8.0,70.5,2.0,185169.93,3.0,6.0,Control,0
4369335,454561688_44922383091,763634420_89979849482_300422,2017-04-08 20:34:33,2017-04-08 20:51:21,1008.0,Control,14.0,54.5,2.0,44152.33,4.0,7.0,Control,1
4370238,89430944_91604769972,281383759_80822342959_147804,2017-04-18 15:42:52,2017-04-18 15:55:58,786.0,Control,10.0,66.5,3.0,602517.67,6.0,9.0,Control,0
4371396,460955900_32355243278,908790400_75211190011_87220,2017-03-29 12:11:58,2017-03-29 12:16:42,284.0,Test,8.0,33.5,3.0,80321.47,5.0,8.0,Test,1
4371606,581202319_40601635662,7160579_94125368189_485943,2017-04-09 11:04:36,2017-04-09 11:07:36,180.0,Control,2.0,19.5,2.0,37519.34,3.0,6.0,Control,0
